vehicle_id,timestamp,engine_temperature,battery_voltage,vibration,brake_temperature,speed,mileage,fault_code,maintenance_required
VH002,2026-09-10 13:55:00,96.12,12.63,1.61,87.58,42,22304,F001,No
VH003,2026-09-10 14:00:00,85.84,11.97,7.09,69.4,94,91038,F002,Yes
VH004,2026-09-10 14:05:00,106.36,12.87,8.97,106.13,21,61545,F000,Yes
VH002,2026-09-10 14:10:00,102.35,11.65,2.18,90.89,40,22480,F002,Yes
VH005,2026-09-10 14:15:00,95.88,11.92,7.96,62.15,26,42575,F001,Yes
VH004,2026-09-10 14:20:00,107.02,12.88,8.18,92.24,27,68111,F001,Yes
VH003,2026-09-10 14:25:00,107.23,12.37,2.47,72.66,37,67693,F001,No
VH002,2026-09-10 14:30:00,109.37,12.25,3.42,97.1,79,69189,F001,No
VH003,2026-09-10 14:35:00,106.36,12.99,6.04,112.25,52,62382,F002,Yes
VH002,2026-09-10 14:40:00,103.76,12.26,7.48,105.19,63,58925,F002,Yes
VH004,2026-09-10 14:45:00,92.11,12.28,7.84,85.33,79,61235,F001,No
VH002,2026-09-10 14:50:00,100.2,12.26,5.53,111.48,40,26570,F000,Yes
VH002,2026-09-10 14:55:00,104.23,12.08,7.06,88.97,97,12201,F000,Yes
VH003,2026-09-10 15:00:00,85.44,11.55,8.5,98.88,55,17795,F000,Yes
VH004,2026-09-10 15:05:00,109.74,11.74,2.34,118.0,28,31077,F000,Yes
VH003,2026-09-10 15:10:00,98.46,12.28,7.94,71.75,56,68425,F002,No
VH003,2026-09-10 15:15:00,105.95,12.05,3.95,79.4,55,11707,F002,No
VH005,2026-09-10 15:20:00,88.95,12.6,1.39,89.32,50,77516,F002,No
VH004,2026-09-10 15:25:00,91.12,12.84,4.37,94.42,99,43153,F000,No
VH001,2026-09-10 15:30:00,97.9,12.46,7.38,86.49,90,69604,F001,No
VH001,2026-09-10 15:35:00,99.14,12.07,3.69,81.57,79,42465,F001,No
VH005,2026-09-10 15:40:00,98.32,12.15,3.75,110.75,77,74203,F001,No
VH004,2026-09-10 15:45:00,100.3,12.56,1.7,112.35,97,86976,F000,Yes
VH004,2026-09-10 15:50:00,93.61,12.99,4.76,94.05,68,20155,F002,No
VH004,2026-09-10 15:55:00,93.53,11.63,3.64,90.31,88,34353,F001,No
VH002,2026-09-10 16:00:00,108.39,12.23,4.05,80.6,26,78844,F000,No
VH003,2026-09-10 16:05:00,88.44,12.55,8.38,95.43,29,47454,F002,No
VH005,2026-09-10 16:10:00,103.69,12.37,5.53,111.06,40,41313,F001,Yes
VH005,2026-09-10 16:15:00,83.72,12.01,5.77,72.92,23,26922,F000,No
VH004,2026-09-10 16:20:00,86.33,12.02,5.15,64.38,38,26508,F000,No
VH004,2026-09-10 16:25:00,108.99,12.75,3.81,118.4,42,83228,F002,Yes
VH001,2026-09-10 16:30:00,82.25,12.06,6.61,78.59,33,57446,F002,No
VH002,2026-09-10 16:35:00,87.18,12.99,5.28,87.79,28,15594,F002,No
VH005,2026-09-10 16:40:00,87.86,12.61,4.16,103.81,62,79315,F000,No
VH005,2026-09-10 16:45:00,92.35,12.75,3.22,87.53,27,51592,F000,No
VH005,2026-09-10 16:50:00,102.84,12.39,3.8,68.58,56,30566,F001,No
VH003,2026-09-10 16:55:00,82.11,12.71,7.55,108.92,58,97878,F002,Yes
VH004,2026-09-10 17:00:00,95.38,12.44,5.52,100.85,93,72985,F002,No
VH001,2026-09-10 17:05:00,86.64,11.74,7.74,84.34,48,74655,F002,Yes
VH001,2026-09-10 17:10:00,104.8,12.27,1.21,89.03,48,42100,F001,No
VH001,2026-09-10 17:15:00,105.22,12.08,1.3,67.56,74,91751,F000,No
VH001,2026-09-10 17:20:00,104.86,12.9,8.72,116.17,53,89971,F002,Yes
VH005,2026-09-10 17:25:00,103.9,12.69,6.97,81.93,97,45250,F001,No
VH001,2026-09-10 17:30:00,109.76,13.0,4.37,117.54,48,25731,F002,Yes
VH003,2026-09-10 17:35:00,104.33,12.52,2.19,76.68,42,12447,F002,No
VH001,2026-09-10 17:40:00,86.5,11.79,5.94,109.53,62,65212,F001,Yes
VH003,2026-09-10 17:45:00,93.3,12.14,3.97,68.43,99,54602,F000,No
VH001,2026-09-10 17:50:00,83.02,11.77,4.79,110.86,50,21920,F001,Yes
VH004,2026-09-10 17:55:00,93.38,12.17,2.93,106.96,93,75910,F002,No
VH004,2026-09-10 18:00:00,108.29,11.87,6.04,109.38,72,78752,F001,Yes
VH004,2026-09-10 18:05:00,100.44,12.42,5.87,66.0,30,73554,F001,No
VH002,2026-09-10 18:10:00,98.19,11.69,7.51,73.82,90,94438,F002,Yes
VH001,2026-09-10 18:15:00,101.04,11.67,4.53,90.59,52,44958,F001,Yes
VH001,2026-09-10 18:20:00,93.11,12.92,2.97,79.99,96,87040,F001,No
VH005,2026-09-10 18:25:00,87.55,11.99,2.43,67.77,79,52568,F002,No
VH001,2026-09-10 18:30:00,108.25,12.01,4.1,78.65,63,53813,F001,No
VH002,2026-09-10 18:35:00,106.06,11.93,6.72,113.83,66,25367,F002,Yes
VH004,2026-09-10 18:40:00,94.13,11.7,7.2,84.64,85,82639,F000,Yes
VH003,2026-09-10 18:45:00,89.46,11.67,3.87,69.97,80,61859,F000,No
VH002,2026-09-10 18:50:00,103.65,12.3,6.35,80.04,61,96055,F001,No
VH004,2026-09-10 18:55:00,93.09,11.62,4.48,62.02,49,10924,F002,No
VH005,2026-09-10 19:00:00,106.21,11.97,3.92,116.43,65,83050,F002,Yes
VH002,2026-09-10 19:05:00,90.14,12.9,1.81,102.25,83,16174,F001,No
VH001,2026-09-10 19:10:00,91.69,11.56,6.81,76.03,32,39774,F000,No
VH004,2026-09-10 19:15:00,99.03,11.65,3.7,104.61,61,86236,F001,Yes
VH001,2026-09-10 19:20:00,100.99,11.92,2.72,98.3,85,75122,F001,Yes
VH002,2026-09-10 19:25:00,106.31,12.84,2.61,88.44,44,63211,F002,No
VH003,2026-09-10 19:30:00,89.52,12.14,6.87,94.41,40,44341,F001,No
VH003,2026-09-10 19:35:00,101.37,12.99,2.13,113.36,98,62762,F001,Yes
VH004,2026-09-10 19:40:00,97.27,12.73,5.74,108.93,66,56046,F002,No
VH001,2026-09-10 19:45:00,84.93,12.75,6.94,110.24,71,37450,F000,No
VH002,2026-09-10 19:50:00,103.5,12.5,7.53,64.1,28,73488,F000,Yes
VH004,2026-09-10 19:55:00,109.69,12.8,2.9,81.4,64,84511,F002,No
VH002,2026-09-10 20:00:00,83.07,11.77,2.63,74.2,91,85066,F002,No
VH002,2026-09-10 20:05:00,96.85,12.69,4.23,62.63,64,65265,F002,No
VH003,2026-09-10 20:10:00,102.93,12.83,3.26,119.0,30,52710,F000,Yes
VH004,2026-09-10 20:15:00,90.89,11.93,1.08,75.71,22,19463,F001,No
VH002,2026-09-10 20:20:00,98.26,12.96,2.47,100.09,99,98735,F000,No
VH004,2026-09-10 20:25:00,92.11,12.67,3.1,63.47,50,63705,F000,No
VH002,2026-09-10 20:30:00,83.89,12.42,8.44,96.99,94,35568,F002,No
VH003,2026-09-10 20:35:00,81.36,12.55,5.86,101.67,48,14699,F000,No
VH004,2026-09-10 20:40:00,103.89,11.87,6.99,66.71,44,82001,F000,Yes
VH003,2026-09-10 20:45:00,101.78,12.08,4.68,61.66,73,87134,F001,No
VH004,2026-09-10 20:50:00,92.69,12.66,7.2,93.24,21,58869,F001,No
VH002,2026-09-10 20:55:00,90.96,12.96,1.31,78.83,92,73245,F001,No
VH003,2026-09-10 21:00:00,94.51,12.82,5.33,85.53,36,93652,F001,No
VH002,2026-09-10 21:05:00,93.8,12.28,5.66,106.52,80,51179,F000,No
VH001,2026-09-10 21:10:00,107.38,12.02,3.77,77.35,28,91652,F002,No
VH002,2026-09-10 21:15:00,108.85,11.65,2.01,104.14,68,52082,F002,Yes
VH002,2026-09-10 21:20:00,83.95,12.69,1.86,84.43,85,83308,F002,No
VH005,2026-09-10 21:25:00,94.25,11.58,3.3,91.48,93,76367,F000,No
VH005,2026-09-10 21:30:00,82.65,12.96,4.52,67.91,76,41135,F002,No
VH005,2026-09-10 21:35:00,102.24,12.73,4.28,107.44,98,47215,F002,Yes
VH001,2026-09-10 21:40:00,95.67,12.93,2.32,101.15,75,94765,F002,No
VH001,2026-09-10 21:45:00,88.85,12.61,6.24,108.42,79,84217,F000,No
VH004,2026-09-10 21:50:00,99.1,11.97,5.76,118.66,29,13005,F001,Yes
VH003,2026-09-10 21:55:00,98.44,11.65,7.44,113.26,63,86479,F000,Yes
VH005,2026-09-10 22:00:00,96.84,12.93,4.79,82.02,54,25824,F002,No
VH002,2026-09-10 22:05:00,108.98,11.88,8.27,106.79,88,35572,F002,Yes
VH002,2026-09-10 22:10:00,93.47,11.67,1.54,73.48,21,14952,F001,No
VH003,2026-09-10 22:15:00,90.56,11.81,4.78,116.37,97,11982,F001,Yes
VH004,2026-09-10 22:20:00,80.06,12.01,3.97,104.3,60,94268,F002,No
VH003,2026-09-10 22:25:00,91.17,12.05,8.01,96.77,71,11185,F002,No
VH002,2026-09-10 22:30:00,81.37,12.35,5.59,89.0,96,83085,F000,No
VH002,2026-09-10 22:35:00,81.75,12.15,6.38,65.89,95,93530,F001,No
VH003,2026-09-10 22:40:00,107.05,12.41,5.18,73.06,53,92860,F002,No
VH002,2026-09-10 22:45:00,109.39,12.09,5.49,75.98,26,93558,F000,No
VH003,2026-09-10 22:50:00,98.28,12.49,7.1,88.22,50,14427,F000,No
VH004,2026-09-10 22:55:00,95.13,11.68,4.61,81.85,74,74939,F000,No
VH005,2026-09-10 23:00:00,87.57,11.55,5.43,73.68,81,13901,F001,No
VH004,2026-09-10 23:05:00,102.92,12.7,5.62,67.3,36,72168,F002,No
VH003,2026-09-10 23:10:00,106.84,11.81,3.17,102.2,73,87087,F002,Yes
VH003,2026-09-10 23:15:00,87.97,12.41,4.5,68.66,78,99037,F001,No
VH004,2026-09-10 23:20:00,93.99,11.55,7.01,103.66,59,37172,F000,Yes
VH001,2026-09-10 23:25:00,84.27,12.02,1.53,94.87,98,24997,F002,No
VH004,2026-09-10 23:30:00,100.33,12.26,2.45,100.3,48,92625,F002,Yes
VH001,2026-09-10 23:35:00,107.28,12.01,4.75,91.65,82,73700,F000,No
VH004,2026-09-10 23:40:00,106.37,12.4,5.11,79.29,86,28050,F002,No
VH004,2026-09-10 23:45:00,83.29,12.35,1.35,97.77,83,16296,F002,No
VH002,2026-09-10 23:50:00,97.63,12.72,4.59,82.74,54,27547,F002,No
VH005,2026-09-10 23:55:00,100.49,12.8,5.37,89.3,80,12525,F001,No
VH001,2026-09-11 00:00:00,91.91,12.46,3.13,81.29,29,27325,F001,No
VH003,2026-09-11 00:05:00,106.36,12.05,1.49,104.28,51,32950,F001,Yes
VH005,2026-09-11 00:10:00,92.34,12.43,6.9,82.79,60,90947,F000,No
VH002,2026-09-11 00:15:00,92.68,12.16,2.69,83.43,55,71354,F000,No
VH003,2026-09-11 00:20:00,83.78,11.84,1.18,98.28,79,98308,F002,No
VH001,2026-09-11 00:25:00,80.79,12.29,2.8,72.68,87,80191,F002,No
VH003,2026-09-11 00:30:00,105.89,11.63,5.36,73.46,90,16368,F002,Yes
VH001,2026-09-11 00:35:00,100.22,12.04,2.94,108.48,96,79024,F000,Yes
VH001,2026-09-11 00:40:00,102.55,11.81,1.42,101.62,88,81224,F002,Yes
VH001,2026-09-11 00:45:00,80.57,11.79,4.1,84.26,39,88385,F000,No
VH003,2026-09-11 00:50:00,92.64,12.49,7.21,85.82,91,95314,F000,No
VH004,2026-09-11 00:55:00,109.59,11.78,6.48,77.92,48,13381,F001,Yes
VH002,2026-09-11 01:00:00,86.38,12.98,7.12,114.97,31,78951,F001,Yes
VH003,2026-09-11 01:05:00,101.16,11.56,7.96,112.12,99,31101,F001,Yes
VH001,2026-09-11 01:10:00,103.97,12.96,6.33,107.53,66,81261,F002,Yes
VH005,2026-09-11 01:15:00,95.38,12.16,4.1,111.19,98,78068,F001,No
VH001,2026-09-11 01:20:00,81.9,12.68,8.04,103.12,77,27987,F000,Yes
VH003,2026-09-11 01:25:00,106.19,12.09,2.22,90.05,20,37867,F002,No
VH001,2026-09-11 01:30:00,98.09,12.56,6.77,76.41,78,81305,F002,No
VH003,2026-09-11 01:35:00,100.56,11.95,3.52,100.24,34,32032,F001,Yes
VH003,2026-09-11 01:40:00,92.01,12.65,3.23,60.47,87,22540,F000,No
VH001,2026-09-11 01:45:00,96.31,12.95,6.66,70.22,92,57140,F002,No
VH004,2026-09-11 01:50:00,83.28,12.05,6.45,62.22,95,24373,F002,No
VH003,2026-09-11 01:55:00,105.0,12.84,1.1,102.32,82,58909,F001,Yes
VH004,2026-09-11 02:00:00,108.87,11.95,8.96,109.81,81,62118,F000,Yes
VH002,2026-09-11 02:05:00,96.64,12.66,3.93,69.62,83,74934,F000,No
VH004,2026-09-11 02:10:00,83.73,12.8,6.88,109.25,53,12463,F001,No
VH001,2026-09-11 02:15:00,94.25,12.99,5.93,60.56,62,35779,F001,No
VH001,2026-09-11 02:20:00,86.63,12.52,3.03,99.83,88,71651,F001,No
VH005,2026-09-11 02:25:00,107.21,12.03,6.02,97.41,74,23555,F001,No
VH002,2026-09-11 02:30:00,88.06,11.81,7.71,70.74,65,59523,F001,Yes
VH003,2026-09-11 02:35:00,104.19,11.65,6.79,75.86,42,83032,F000,Yes
VH003,2026-09-11 02:40:00,89.36,12.72,4.98,91.21,63,73917,F000,No
VH005,2026-09-11 02:45:00,98.8,12.47,4.07,90.21,77,70390,F000,No
VH002,2026-09-11 02:50:00,89.03,12.79,1.86,108.46,82,55806,F000,No
VH002,2026-09-11 02:55:00,90.54,11.9,3.38,79.29,95,50082,F000,No
VH005,2026-09-11 03:00:00,85.81,12.36,2.39,66.72,93,18427,F001,No
VH002,2026-09-11 03:05:00,90.09,12.87,8.29,109.59,57,83816,F002,Yes
VH002,2026-09-11 03:10:00,101.22,12.33,1.38,65.62,68,20799,F002,No
VH004,2026-09-11 03:15:00,83.77,11.94,6.75,105.1,94,74315,F002,Yes
VH004,2026-09-11 03:20:00,88.69,12.79,2.56,115.36,71,39124,F001,No
VH002,2026-09-11 03:25:00,86.18,12.61,6.05,99.32,39,74426,F001,No
VH002,2026-09-11 03:30:00,83.13,12.19,4.7,74.5,64,29021,F001,No
VH002,2026-09-11 03:35:00,87.7,11.74,7.73,106.31,61,69496,F002,Yes
VH002,2026-09-11 03:40:00,88.17,12.18,6.57,62.08,57,34881,F000,No
VH005,2026-09-11 03:45:00,100.36,12.4,4.57,91.24,88,51327,F001,No
VH005,2026-09-11 03:50:00,85.48,12.69,6.79,110.78,94,67204,F001,No
VH003,2026-09-11 03:55:00,87.76,12.64,7.64,103.52,30,89532,F000,Yes
VH002,2026-09-11 04:00:00,92.92,12.71,8.95,96.18,51,77503,F000,No
VH002,2026-09-11 04:05:00,84.84,12.96,3.72,87.97,66,86205,F002,No
VH004,2026-09-11 04:10:00,87.05,12.57,1.86,65.01,49,88290,F001,No
VH004,2026-09-11 04:15:00,83.83,11.63,3.9,103.68,40,32568,F002,Yes
VH001,2026-09-11 04:20:00,92.75,12.62,3.48,92.8,94,10020,F002,No
VH005,2026-09-11 04:25:00,86.02,12.1,2.79,66.21,88,51879,F000,No
VH004,2026-09-11 04:30:00,89.91,12.11,3.15,99.56,88,88247,F000,No
VH001,2026-09-11 04:35:00,105.22,12.5,7.13,96.8,37,92351,F000,Yes
VH005,2026-09-11 04:40:00,108.94,12.15,3.79,100.44,74,67420,F001,Yes
VH002,2026-09-11 04:45:00,88.91,11.77,8.48,107.36,80,66605,F002,Yes
VH002,2026-09-11 04:50:00,89.87,12.51,7.63,74.2,43,48933,F000,No
VH004,2026-09-11 04:55:00,105.64,12.34,5.03,114.32,68,35021,F002,Yes
VH003,2026-09-11 05:00:00,97.95,12.07,2.76,82.37,52,27229,F002,No
VH001,2026-09-11 05:05:00,99.77,12.45,3.66,117.02,60,29681,F002,No
VH004,2026-09-11 05:10:00,107.34,12.85,3.27,91.91,55,40470,F002,No
VH005,2026-09-11 05:15:00,83.09,12.15,4.77,67.22,77,62581,F001,No
VH005,2026-09-11 05:20:00,80.92,11.93,1.71,116.0,68,78977,F000,Yes
VH001,2026-09-11 05:25:00,82.13,11.97,5.79,83.78,28,84807,F002,No
VH005,2026-09-11 05:30:00,84.56,11.73,5.03,102.56,100,50537,F001,Yes
VH002,2026-09-11 05:35:00,103.56,12.41,3.34,114.71,46,62437,F001,Yes
VH003,2026-09-11 05:40:00,80.79,12.07,2.68,105.07,22,40122,F002,No
VH003,2026-09-11 05:45:00,104.83,12.68,1.04,72.31,40,93064,F002,No
VH002,2026-09-11 05:50:00,85.89,12.64,7.55,90.1,90,83718,F002,No
VH004,2026-09-11 05:55:00,104.04,12.29,2.09,70.61,77,64751,F001,No
VH002,2026-09-11 06:00:00,99.51,11.92,8.91,87.9,63,75006,F001,Yes
VH002,2026-09-11 06:05:00,91.74,11.78,8.16,85.78,29,62945,F001,Yes
VH003,2026-09-11 06:10:00,98.62,12.8,8.14,114.66,65,66113,F002,Yes
VH003,2026-09-11 06:15:00,80.96,12.96,3.33,119.64,85,88793,F000,No
VH004,2026-09-11 06:20:00,102.58,11.96,1.44,108.82,26,74941,F002,Yes
VH003,2026-09-11 06:25:00,89.15,12.68,6.16,102.67,57,74105,F002,No
VH002,2026-09-11 06:30:00,86.48,11.76,2.95,77.6,71,39192,F001,No
VH005,2026-09-11 06:35:00,104.27,12.86,5.2,115.45,78,56621,F001,Yes
VH002,2026-09-11 06:40:00,83.87,12.23,7.55,70.52,51,97884,F002,No
VH002,2026-09-11 06:45:00,104.1,12.33,2.2,94.39,37,37755,F000,No
VH002,2026-09-11 06:50:00,89.05,12.18,4.05,107.33,26,97260,F001,No
VH002,2026-09-11 06:55:00,87.6,12.02,8.54,86.47,33,22162,F000,No
VH001,2026-09-11 07:00:00,93.67,11.51,6.06,119.5,61,84441,F002,Yes
VH002,2026-09-11 07:05:00,86.69,11.53,3.18,61.09,100,69397,F000,No
VH003,2026-09-11 07:10:00,96.74,12.35,8.13,117.32,49,43464,F001,Yes
VH001,2026-09-11 07:15:00,84.28,12.37,7.09,69.09,63,53167,F001,No
VH004,2026-09-11 07:20:00,105.08,11.83,4.83,108.77,20,56732,F001,Yes
VH002,2026-09-11 07:25:00,97.55,11.78,4.95,76.17,25,68092,F002,No
VH001,2026-09-11 07:30:00,87.57,11.75,7.99,71.76,59,85500,F002,Yes
VH002,2026-09-11 07:35:00,94.2,12.2,4.19,63.37,85,15914,F002,No
VH002,2026-09-11 07:40:00,91.14,12.63,7.89,99.74,21,96330,F001,No
VH002,2026-09-11 07:45:00,107.16,12.64,3.87,104.49,84,94389,F001,Yes
VH003,2026-09-11 07:50:00,93.22,12.81,1.89,81.23,41,36506,F001,No
VH003,2026-09-11 07:55:00,97.99,11.78,5.79,76.07,25,63513,F002,No
VH003,2026-09-11 08:00:00,81.22,11.57,5.46,103.28,96,10020,F000,Yes
VH001,2026-09-11 08:05:00,90.9,11.67,6.51,79.25,73,54401,F001,No
VH005,2026-09-11 08:10:00,97.71,12.23,7.42,103.93,67,46651,F002,Yes
VH004,2026-09-11 08:15:00,86.41,12.97,6.6,99.5,92,97754,F001,No
VH001,2026-09-11 08:20:00,91.67,11.62,3.1,71.66,27,76268,F002,No
VH002,2026-09-11 08:25:00,92.13,12.41,8.72,94.24,71,93326,F000,No
VH003,2026-09-11 08:30:00,104.2,12.51,6.34,117.11,98,29769,F002,Yes
VH001,2026-09-11 08:35:00,103.26,11.68,5.18,83.52,95,87563,F002,Yes
VH005,2026-09-11 08:40:00,95.39,12.92,3.43,105.17,56,73523,F001,No
VH002,2026-09-11 08:45:00,93.16,12.37,1.04,75.92,94,11109,F001,No
VH002,2026-09-11 08:50:00,102.24,12.78,2.35,109.01,91,47323,F002,Yes
VH001,2026-09-11 08:55:00,80.23,12.52,8.97,66.35,97,31748,F000,No
VH001,2026-09-11 09:00:00,82.91,12.1,7.65,69.24,63,74816,F000,No
VH003,2026-09-11 09:05:00,98.4,12.87,1.25,119.68,93,63205,F002,No
VH004,2026-09-11 09:10:00,85.25,12.83,6.62,83.17,75,73503,F002,No
VH002,2026-09-11 09:15:00,85.29,11.98,1.52,72.62,77,51028,F000,No
VH005,2026-09-11 09:20:00,88.11,12.88,6.98,102.73,28,25736,F001,No
VH003,2026-09-11 09:25:00,88.56,11.93,7.71,66.36,91,71405,F002,Yes
VH001,2026-09-11 09:30:00,85.74,12.1,2.22,103.61,39,11915,F001,No
VH001,2026-09-11 09:35:00,97.34,12.53,5.27,102.42,100,57407,F000,No
VH005,2026-09-11 09:40:00,91.12,12.06,2.21,109.56,33,45021,F000,No
VH001,2026-09-11 09:45:00,81.46,12.04,7.49,104.82,88,40115,F001,Yes
VH003,2026-09-11 09:50:00,102.27,12.9,5.3,117.38,30,50829,F001,Yes
VH004,2026-09-11 09:55:00,109.66,11.79,3.67,74.76,24,15427,F002,Yes
VH002,2026-09-11 10:00:00,103.42,12.48,2.37,70.73,24,30444,F001,No
VH002,2026-09-11 10:05:00,85.32,12.58,8.91,89.07,27,26885,F001,No
VH005,2026-09-11 10:10:00,88.18,11.74,3.6,61.16,55,39790,F000,No
VH003,2026-09-11 10:15:00,101.38,11.88,1.43,65.96,59,69361,F000,Yes
VH004,2026-09-11 10:20:00,88.76,11.69,1.06,88.19,70,11772,F002,No
VH001,2026-09-11 10:25:00,82.42,11.56,5.56,82.54,47,34107,F000,No
VH005,2026-09-11 10:30:00,96.14,12.86,5.71,68.3,62,26987,F001,No
VH004,2026-09-11 10:35:00,81.74,11.52,1.92,76.63,50,15644,F001,No
VH005,2026-09-11 10:40:00,105.23,12.27,3.32,80.36,21,47426,F001,No
VH001,2026-09-11 10:45:00,106.47,12.85,8.48,110.76,35,16821,F002,Yes
VH004,2026-09-11 10:50:00,91.08,12.6,2.99,67.64,98,33492,F002,No
VH001,2026-09-11 10:55:00,93.73,12.23,2.16,62.86,65,27315,F001,No
VH004,2026-09-11 11:00:00,83.48,12.91,3.54,117.31,53,79702,F000,No
VH005,2026-09-11 11:05:00,102.19,11.65,2.39,80.64,42,93473,F001,Yes
VH001,2026-09-11 11:10:00,91.12,12.15,8.38,115.51,69,30314,F001,Yes
VH001,2026-09-11 11:15:00,85.4,12.11,7.55,98.72,36,25451,F001,No
VH002,2026-09-11 11:20:00,94.77,12.76,1.44,90.85,50,56345,F000,No
VH004,2026-09-11 11:25:00,81.0,11.64,4.77,87.0,64,82468,F000,No
VH004,2026-09-11 11:30:00,100.6,12.28,1.94,95.83,99,95347,F002,No
VH004,2026-09-11 11:35:00,102.17,12.83,2.07,95.74,61,37898,F001,No
VH002,2026-09-11 11:40:00,90.0,12.95,7.85,70.13,45,73718,F001,No
VH002,2026-09-11 11:45:00,97.09,12.02,7.59,60.31,83,87084,F000,No
VH003,2026-09-11 11:50:00,83.89,12.98,3.83,90.51,31,25965,F000,No
VH004,2026-09-11 11:55:00,88.76,12.13,7.65,69.97,45,52528,F000,No
VH005,2026-09-11 12:00:00,80.89,12.51,4.21,61.56,53,76812,F000,No
VH005,2026-09-11 12:05:00,98.18,12.86,7.01,82.83,53,34629,F001,No
VH004,2026-09-11 12:10:00,81.74,11.86,8.32,71.35,78,93453,F001,Yes
VH004,2026-09-11 12:15:00,99.61,12.87,3.35,99.63,58,54921,F001,No
VH001,2026-09-11 12:20:00,105.98,12.32,6.07,90.95,96,20377,F001,No
VH003,2026-09-11 12:25:00,94.34,12.54,4.94,74.28,81,65069,F002,No
VH003,2026-09-11 12:30:00,100.15,12.7,2.86,119.95,43,27780,F000,Yes
VH003,2026-09-11 12:35:00,105.12,12.44,5.58,83.23,86,80505,F000,No
VH002,2026-09-11 12:40:00,82.35,11.73,5.89,112.24,86,81559,F002,Yes
VH004,2026-09-11 12:45:00,107.83,12.24,3.66,108.18,86,97446,F001,Yes
VH003,2026-09-11 12:50:00,90.7,12.35,6.96,98.66,84,54726,F002,No
VH005,2026-09-11 12:55:00,84.14,12.8,7.27,97.27,32,23540,F000,No
VH003,2026-09-11 13:00:00,109.85,11.91,6.43,84.1,85,46877,F001,Yes
VH004,2026-09-11 13:05:00,86.81,12.11,5.35,88.86,86,70146,F000,No
VH002,2026-09-11 13:10:00,82.21,12.2,4.92,107.74,84,61964,F001,No
VH002,2026-09-11 13:15:00,91.02,12.17,8.35,109.78,66,17367,F001,Yes
VH001,2026-09-11 13:20:00,87.5,12.92,2.44,112.42,61,55729,F000,No
VH003,2026-09-11 13:25:00,109.73,12.93,1.93,101.74,87,93150,F000,Yes
VH001,2026-09-11 13:30:00,100.4,11.95,4.0,104.58,44,97125,F002,Yes
VH001,2026-09-11 13:35:00,103.22,11.78,6.14,60.53,37,10190,F001,Yes
VH002,2026-09-11 13:40:00,107.29,11.55,1.26,100.31,43,50563,F000,Yes
VH003,2026-09-11 13:45:00,81.27,12.6,8.89,108.86,91,19559,F002,Yes
VH001,2026-09-11 13:50:00,96.97,12.75,8.29,96.97,91,24172,F002,No
VH002,2026-09-11 13:55:00,105.55,13.0,3.21,118.25,77,40863,F000,Yes
VH004,2026-09-11 14:00:00,101.12,11.69,7.2,100.5,80,16548,F002,Yes
VH004,2026-09-11 14:05:00,83.48,12.73,6.79,78.01,47,88199,F002,No
VH005,2026-09-11 14:10:00,98.02,11.8,3.14,80.67,72,13689,F000,No
VH005,2026-09-11 14:15:00,81.37,12.18,3.5,96.89,60,31508,F000,No
VH005,2026-09-11 14:20:00,99.01,11.53,4.73,112.66,56,10029,F001,Yes
VH002,2026-09-11 14:25:00,87.06,12.69,5.35,105.1,82,11902,F001,No
VH005,2026-09-11 14:30:00,104.96,12.7,2.41,79.42,40,90158,F001,No
VH002,2026-09-11 14:35:00,94.26,12.99,7.69,119.07,52,53056,F000,Yes
VH005,2026-09-11 14:40:00,81.89,12.9,3.87,116.72,100,61234,F002,No
VH003,2026-09-11 14:45:00,103.96,11.94,8.41,66.9,69,58553,F002,Yes
VH001,2026-09-11 14:50:00,96.65,12.01,2.8,89.87,87,70577,F001,No
VH003,2026-09-11 14:55:00,86.67,11.57,8.53,79.82,34,23353,F001,Yes
VH005,2026-09-11 15:00:00,108.37,12.58,4.14,109.01,60,79886,F001,Yes
VH002,2026-09-11 15:05:00,90.51,12.07,7.1,72.73,38,28971,F001,No
VH003,2026-09-11 15:10:00,94.9,12.24,3.89,112.39,55,97200,F002,No
VH001,2026-09-11 15:15:00,88.77,12.71,7.46,85.03,82,34859,F000,No
VH004,2026-09-11 15:20:00,98.84,12.34,5.65,66.47,48,80988,F001,No
VH002,2026-09-11 15:25:00,80.44,12.54,1.9,114.33,59,58932,F001,No
VH002,2026-09-11 15:30:00,92.01,12.24,4.79,74.96,52,86430,F000,No
VH002,2026-09-11 15:35:00,92.53,12.95,2.35,105.68,50,70193,F000,No
VH002,2026-09-11 15:40:00,95.07,12.39,5.79,85.07,52,40818,F002,No
VH002,2026-09-11 15:45:00,105.41,12.27,7.41,66.28,28,22880,F002,Yes
VH003,2026-09-11 15:50:00,89.54,12.99,5.52,76.59,23,67046,F002,No
VH005,2026-09-11 15:55:00,93.92,12.7,2.19,91.94,79,39945,F001,No
VH002,2026-09-11 16:00:00,85.49,12.62,4.77,92.57,85,25908,F002,No
VH002,2026-09-11 16:05:00,80.86,12.68,3.19,61.0,82,70301,F002,No
VH001,2026-09-11 16:10:00,99.81,11.79,8.13,115.57,81,51749,F000,Yes
VH001,2026-09-11 16:15:00,103.14,12.83,5.12,86.62,90,89593,F001,No
VH001,2026-09-11 16:20:00,102.63,12.52,4.48,99.5,63,70786,F000,No
VH001,2026-09-11 16:25:00,103.68,11.68,4.8,75.39,80,35446,F002,Yes
